0
11
36
Metals & Mining
TATASTEEL-EQ
3499
sell
135.57
135.5361075
-441
136.7025
134.211
11954.284681499998
executed
open
""
0
0
0
EntryTriggeredDueToBearishReversalPatternToSell
1706248633.9160862
1706248670.7026777
""
135.57
