id,disc,sector,symbol,token,cap,O,H,L,C,s5,s4,s3,s2,s1,p,r1,r2,r3,r4,r5,ltp
184,Escorts Kubota Ltd.,Capital Goods,ESCORTS-EQ,958,24950.0,3317.8,3318.0,3196.4,3206.3,2885.333333333334,2963.1000000000004,3040.8666666666672,3118.6333333333337,3162.466666666667,3240.2333333333336,3284.066666666667,3361.8333333333335,3405.666666666667,3449.5,3493.333333333334,0.0
185,Biocon Ltd.,Healthcare,BIOCON-EQ,11373,24774.0,265.15,269.75,264.25,266.9,253.11666666666656,255.89999999999986,258.6833333333333,261.46666666666664,264.1833333333333,266.96666666666664,269.6833333333333,272.46666666666664,275.1833333333333,277.89999999999986,280.61666666666656,0.0
186,Tata Chemicals Ltd.,Chemicals,TATACHEM-EQ,3405,24773.0,1036.0,1049.75,1011.7,1016.15,916.1666666666661,940.0499999999993,963.9333333333332,987.8166666666666,1001.9833333333331,1025.8666666666666,1040.033333333333,1063.9166666666665,1078.083333333333,1092.249999999999,1106.416666666666,0.0
187,Torrent Power Ltd.,Power,TORNTPOWER-EQ,13786,24530.0,736.95,747.75,729.1,732.9,684.4333333333334,695.5999999999999,706.7666666666668,717.9333333333334,725.4166666666667,736.5833333333334,744.0666666666667,755.2333333333333,762.7166666666667,770.1999999999998,777.6833333333334,0.0
188,GMR Airports Infrastructure Ltd.,Services,GMRINFRA-EQ,13528,24475.0,59.1,59.55,57.6,57.95,52.8666666666667,54.05000000000004,55.233333333333356,56.41666666666668,57.18333333333335,58.366666666666674,59.13333333333335,60.31666666666667,61.08333333333334,61.85000000000001,62.616666666666674,0.0
189,Bharat Heavy Electricals Ltd.,Capital Goods,BHEL-EQ,438,24391.0,127.3,131.2,125.95,126.65,112.88333333333333,116.14999999999998,119.41666666666666,122.68333333333334,124.66666666666666,127.93333333333332,129.91666666666663,133.1833333333333,135.16666666666663,137.14999999999992,139.13333333333327,0.0
190,Sona BLW Precision Forgings Ltd.,Automobile and Auto Components,SONACOMS-EQ,4684,24206.0,594.0,595.75,577.0,579.85,530.7999999999997,542.3499999999999,553.8999999999999,565.4499999999999,572.6499999999999,584.1999999999999,591.3999999999999,602.9499999999999,610.1499999999999,617.3499999999999,624.5499999999997,0.0
191,Bayer Cropscience Ltd.,Chemicals,BAYERCROP-EQ,17927,24196.0,5300.0,5318.65,5263.05,5287.7,5147.6500000000015,5176.500000000004,5205.350000000001,5234.200000000001,5260.950000000001,5289.8,5316.55,5345.4,5372.15,5398.9,5425.65,0.0
192,Delhivery Ltd.,Services,DELHIVERY-EQ,9599,24167.0,420.0,424.0,416.35,421.7,403.08333333333326,406.4,409.7166666666667,413.03333333333336,417.3666666666667,420.68333333333334,425.01666666666665,428.3333333333333,432.66666666666663,436.9999999999998,441.33333333333326,0.0
193,Syngene International Ltd.,Healthcare,SYNGENE-EQ,10243,23865.0,776.45,787.5,770.6,777.95,735.3333333333335,744.1500000000001,752.9666666666668,761.7833333333334,769.8666666666668,778.6833333333334,786.7666666666668,795.5833333333334,803.6666666666667,811.75,819.8333333333335,0.0
194,CRISIL Ltd.,Financial Services,CRISIL-EQ,757,23520.0,3860.0,3919.0,3837.9,3895.7,3698.699999999997,3733.499999999998,3768.299999999999,3803.0999999999995,3849.3999999999987,3884.1999999999994,3930.4999999999986,3965.2999999999993,4011.5999999999985,4057.899999999998,4104.199999999997,0.0
195,General Insurance Corporation of India,Financial Services,GICRE-EQ,277,23447.0,224.95,228.95,222.75,223.35,207.01666666666665,210.95000000000005,214.88333333333333,218.81666666666666,221.08333333333331,225.01666666666665,227.2833333333333,231.21666666666664,233.4833333333333,235.74999999999994,238.01666666666665,0.0
196,Coforge Ltd.,Information Technology,COFORGE-EQ,11543,23295.0,5236.95,5251.65,5077.55,5123.3,4674.283333333333,4775.100000000002,4875.916666666667,4976.733333333334,5050.016666666666,5150.833333333333,5224.116666666666,5324.9333333333325,5398.216666666665,5471.499999999998,5544.783333333331,0.0
197,Phoenix Mills Ltd.,Realty,PHOENIXLTD-EQ,14552,23235.0,1852.0,1876.85,1823.15,1849.75,1715.416666666667,1742.3500000000008,1769.2833333333338,1796.216666666667,1822.9833333333336,1849.9166666666667,1876.6833333333334,1903.6166666666666,1930.3833333333332,1957.1499999999992,1983.916666666667,0.0
198,J.K. Cement Ltd.,Construction Materials,JKCEMENT-EQ,13270,22590.0,3204.9,3215.25,3130.55,3145.3,2924.3500000000004,2975.9000000000005,3027.4500000000007,3079.0000000000005,3112.1500000000005,3163.7000000000003,3196.8500000000004,3248.4,3281.55,3314.699999999999,3347.8500000000004,0.0
199,Poonawalla Fincorp Ltd.,Financial Services,POONAWALLA-EQ,11403,22462.0,380.05,381.05,374.5,375.35,358.16666666666674,362.25,366.33333333333337,370.4166666666667,372.8833333333334,376.9666666666667,379.4333333333334,383.5166666666667,385.9833333333334,388.45000000000005,390.91666666666674,0.0
200,Glaxosmithkline Pharmaceuticals Ltd.,Healthcare,GLAXO-EQ,1153,22442.0,1528.4,1540.0,1501.25,1521.0,1424.25,1443.5,1462.75,1482.0,1501.5,1520.75,1540.25,1559.5,1579.0,1598.5,1618.0,0.0
201,Max Financial Services Ltd.,Financial Services,MFSL-EQ,2142,21914.0,923.8,927.5,900.0,906.25,835.0,851.25,867.5,883.75,895.0,911.25,922.5,938.75,950.0,961.25,972.5,0.0
