id,sector,symbol,token,PC,CC1,CC2,V,atr,atrPer,g,s,t,bulRP,berRP,atrV,vs,roc,rsi,rsi0,rsi1,rsi2,roc0,bulRPC,berRPC,alarmTimer,srT,srV,nSR,GL,ot,oc
94,Consumer Services,TRENT-EQ,1964,3027.15,4210.9,4224.0,1606,18.170786893592712,0.4301796139581608,green,"1.5, 0.75, 0.5","normal, normal",Bullish_Engulfing,none,2284.9891422310607,"0.75, 0.75, 1.0","-17.518939393938535, -48.68317936783111, -58.35720313298375","34.75967174677596, 22.92243767312953, 18.341892883345658",34.75967174677596,22.92243767312953,18.341892883345658,-17.518939393938535,"none, Bullish_Engulfing","none, none",0,none,0,0,0,,
96,Consumer Services,NAUKRI-EQ,13751,5183.45,5846.3,5842.85,85,12.77928256492437,0.2187165948967433,red,"0.75, 0.5, 0.75","normal, hammer",none,none,476.0961173789668,"0.25, 0.5, 0.75","13.0929255414747, 18.98636744607763, 16.766467065868575","39.93371996686035, 42.35500878734646, 41.00719424460437",39.93371996686035,42.35500878734646,41.00719424460437,13.0929255414747,"none, none","Bearish_Engulfing, none",0,none,0,0,0,,
97,Healthcare,ABBOTINDIA-EQ,17903,28069.5,25424.35,25411.45,43,44.90871711445448,0.1767263068988762,green,"0.5, 0.0, 0.25","marubozu, doji",none,none,26.756091774429443,"2.0, 1.5, 0.5","-28.097570189815148, -23.00943780273636, -18.517244429591635","0.0819718524272451, 0.0820131494416271, 0.0820496791271477",0.0819718524272451,0.0820131494416271,0.0820496791271477,-28.097570189815148,"none, none","none, none",0,none,0,0,0,,
98,Financial Services,SHRIRAMFIN-EQ,4306,2357.1,2449.9,2450.7,1336,5.485495052103766,0.2238338047130928,green,"0.5, 0.5, 0.75","marubozu, marubozu",none,none,3113.2757184765305,"0.5, 1.0, 0.75","10.813237034315245, 7.551328625657819, -0.4085050756770514","38.63013698630112, 37.254901960784544, 33.62962962962936",38.63013698630112,37.254901960784544,33.62962962962936,10.813237034315245,"none, none","none, none",0,none,0,0,0,,
99,Automobile and Auto Components,HEROMOTOCO-EQ,1348,4746.65,4376.2,4377.5,1903,11.174305598282928,0.2552668326278224,green,"0.5, 0.5, 0.75","normal, shooting_star",none,none,1955.015115426452,"1.0, 0.75, 1.5","-96.63049685893816, -99.62981582194682, -96.51517401286108","31.69781931464196, 30.28616852146267, 30.95044679122685",31.69781931464196,30.28616852146267,30.95044679122685,-96.63049685893816,"none, none","none, none",0,none,0,0,0,,
101,Chemicals,PIIND-EQ,24184,3281.95,3740.0,3741.4,157,9.403909687558052,0.2513473482535428,green,"0.5, 0.5, 0.75","tweezer_b, normal",none,none,408.7098635045589,"0.5, 0.5, 1.0","-73.10097824343804, -76.8716577540107, -82.93759614741488","21.566820276498014, 19.489120151372017, 15.90909090909115",21.566820276498014,19.489120151372017,15.90909090909115,-73.10097824343804,"none, none","none, none",0,none,0,0,0,,
103,Capital Goods,CGPOWER-EQ,760,439.65,540.0,541.45,6527,2.366973251273889,0.437154538973846,green,"0.75, 0.5, 0.5","marubozu, hammer",none,none,6549.723395017162,"1.0, 1.0, 0.75","17.54547973035452, -9.25925925925926, -13.895321908290876","35.62753036437281, 27.064220183486427, 25.35211267605655",35.62753036437281,27.064220183486427,25.35211267605655,17.54547973035452,"none, none","none, none",0,none,0,0,0,,
106,Capital Goods,CUMMINSIND-EQ,1901,2350.2,3241.55,3242.35,866,7.73645561739043,0.2386064310574253,red,"0.5, 1.5, 0.75","hammer, normal",Bullish_Engulfing,none,1533.7804231973948,"0.75, 0.75, 1.0","-9.715175721313528, -12.185528528018445, -26.56863047977976","46.92913385826724, 45.55735056542808, 35.9315589353609",46.92913385826724,45.55735056542808,35.9315589353609,-9.715175721313528,"none, Bullish_Engulfing","none, none",0,none,0,0,0,,
107,Automobile and Auto Components,SCHAEFFLER-EQ,1011,3061.7,3312.05,3306.0,101,13.502370338927134,0.4084201554424421,red,"0.75, 0.5, 0.0","shooting_star, normal",none,none,162.2995914902168,"0.75, 0.5, 0.0","-41.13732607380492, -22.795549584093617, -34.30816897151034","24.620770128354938, 26.490897677338623, 22.808174027686352",24.620770128354938,26.490897677338623,22.808174027686352,-41.13732607380492,"none, none","shooting_star, none",0,none,0,0,0,,
108,Realty,LODHA-EQ,3220,1137.25,1253.85,1251.45,15510,14.341073493941156,1.1459565698942151,red,"0.5, 1.0, 0.75","normal, normal",none,none,15026.179531385034,"1.5, 0.75, 0.5","-320.82783970594, -301.0726960960243, -219.9715144801389","32.229856339787496, 33.22601416612987, 38.10930576070884",32.229856339787496,33.22601416612987,38.10930576070884,-320.82783970594,"none, none","none, none",0,none,0,0,0,,
109,Consumer Services,ZOMATO-EQ,5097,140.25,182.8,182.65,199837,0.5031217101753761,0.2754567260746652,green,"0.75, 0.75, 0.5","spn_top, hammer",hammer,none,189990.3589665272,"1.5, 1.5, 1.5","-54.74952094169176, -46.49890590809597, -43.75170905113544","19.999999999999744, 21.42857142857123, 21.951219512194747",19.999999999999744,21.42857142857123,21.951219512194747,-54.74952094169176,"none, hammer","none, none",0,none,0,0,0,,
110,Fast Moving Consumer Goods,PGHH-EQ,2535,16739.25,16010.9,16056.0,14,41.72438016528916,0.2598678385979643,green,"1.5, 0.75, 0.0","marubozu, marubozu",none,none,15.353452802359046,"1.0, 3.0, 0.0","100.92800199302395, 73.04398878264114, 0.0","0.3810079320767182, 0.2406714436538306, 0.1723830748889579",0.3810079320767182,0.2406714436538306,0.1723830748889579,100.92800199302395,"none, none","none, none",0,none,0,0,0,,
113,Healthcare,MAXHEALTH-EQ,22377,789.55,804.0,803.55,1865,3.6141226861508287,0.4497694836850014,red,"0.5, 0.75, 0.5","tweezer_b, hammer",hammer,none,5087.458357798575,"0.5, 1.0, 1.5","22.400597349262085, 27.98507462686567, 28.605186244635966","31.932773109243705, 32.75862068965526, 32.85302593659942",31.932773109243705,32.75862068965526,32.85302593659942,22.400597349262085,"none, hammer","none, none",0,none,0,0,0,,
115,Textiles,PAGEIND-EQ,14413,36761.9,36279.0,36250.0,13,64.52678699745472,0.1780049296481509,red,"0.0, 0.0, 0.75","doji, doji",none,none,23.060925026008142,"0.75, 0.5, 3.0","-18.95172413793023, -10.942969762120535, -10.8739844401406","24.29305912596401, 28.54984894259819, 28.593040847201213",24.29305912596401,28.54984894259819,28.593040847201213,-18.95172413793023,"none, none","none, none",0,none,0,0,0,,
116,Fast Moving Consumer Goods,COLPAL-EQ,15141,2531.3,2745.2,2744.05,752,6.526112733346428,0.2378277631000319,red,"0.5, 0.75, 0.25","normal, normal",none,Bearish_Engulfing,1560.699499311624,"0.5, 2.0, 0.75","-71.24505748801853, -67.02608188838734, -55.853725097789166","36.93430656934298, 38.2175226586098, 42.0965058236271",36.93430656934298,38.2175226586098,42.0965058236271,-71.24505748801853,"none, none","none, Bearish_Engulfing",0,none,0,0,0,,
