time,O,H,L,C,V,atr,atrPer,g,s,t,bulRP,berRP,atrV,vs,roc,um,dm,rsi
2024-01-25T09:22:00+05:30,7281.8,7286.95,7253.05,7256.85,14057,35.16000000000004,0.4868524903418774,red,1.0,normal,none,Bearish_Engulfing,21827.6,0.75,0.0,0.0,28.5,50.0
2024-01-25T09:23:00+05:30,7250.7,7260.0,7220.4,7221.9,16913,35.16000000000004,0.4868524903418774,red,1.5,normal,none,none,21827.6,1.0,0.0,0.0,34.95000000000073,50.0
2024-01-25T09:24:00+05:30,7221.9,7223.0,7210.05,7221.9,10092,35.16000000000004,0.4868524903418774,green,0.5,spn_top,Piercing,none,21827.6,0.5,-183.74665946634644,0.0,0.0,15.35248041775471
2024-01-25T09:25:00+05:30,7219.3,7238.95,7217.95,7238.95,8699,32.585454545454574,0.4501406218506078,green,0.75,marubozu,none,none,19440.581818181818,0.5,-115.2100788097729,17.050000000000182,0.0,22.27283625029981
2024-01-25T09:26:00+05:30,7238.95,7238.95,7221.0,7236.5,4865,29.924462809917344,0.4135212161945325,red,0.75,hammer,hammer,dark_cloud_cover,16790.47603305785,0.5,-87.74960270849168,0.0,2.449999999999818,25.98601398601413
2024-01-25T09:27:00+05:30,7236.0,7249.4,7235.0,7249.4,3860,27.10183320811412,0.3738493283321947,green,0.75,marubozu,Bullish_Engulfing,none,14439.480390683697,0.5,-51.59047645322448,12.899999999999636,0.0,35.056113408151205
2024-01-25T09:28:00+05:30,7248.0,7250.0,7238.5,7246.05,4076,24.26513626118428,0.3348739832209863,red,0.5,hammer,hammer,dark_cloud_cover,12555.211228741206,0.5,-67.55404668750535,0.0,3.3499999999994543,37.22169959234876
2024-01-25T09:29:00+05:30,7244.95,7257.25,7240.25,7254.3,3223,22.944202395514413,0.3162841679488636,green,0.75,normal,Bullish_Engulfing,none,10858.44555078826,0.5,-13.578153646801832,8.25,0.0,37.24137931034496
2024-01-25T09:30:00+05:30,7255.1,7263.75,7245.0,7260.45,9699,22.18162014178452,0.3055130211183125,green,1.0,normal,none,none,10647.637268826758,1.0,-34.29539491353917,6.149999999999636,0.0,48.62759643916921
2024-01-25T09:31:00+05:30,7250.6,7280.0,7250.6,7280.0,5029,23.49405284327818,0.3227205060889859,green,1.5,marubozu,none,none,9626.066856312802,0.75,31.79945054945005,19.550000000000185,0.0,47.9909876079608
