time,O,H,L,C,V,atr,atrPer,g,s,t,bulRP,berRP,atrV,vs,roc,um,dm,rsi
2024-01-25T09:42:00+05:30,1373.35,1373.35,1371.2,1371.75,2323,1.8925929832404689,0.137969235155128,red,1.5,normal,none,dark_cloud_cover,3959.223933560365,0.75,-5.467468562055768,0.0,1.7000000000000457,45.370370370370445
2024-01-25T09:43:00+05:30,1371.3,1374.8,1371.3,1374.8,4221,2.1848488044694747,0.1589212106829702,green,2.0,marubozu,Bullish_Engulfing,none,4006.819582003935,1.5,11.638056444573095,3.0499999999999545,0.0,58.455882352940925
2024-01-25T09:44:00+05:30,1375.0,1375.2,1372.55,1372.8,79434,2.269421749111405,0.1653133558501897,red,1.5,normal,none,dark_cloud_cover,17720.852385275946,5.0,-7.284382284382285,0.0,2.0,48.65771812080507
2024-01-25T09:45:00+05:30,1372.8,1373.35,1372.05,1373.35,1972,2.09316324927296,0.152412950032618,green,0.75,tweezer_b,Piercing,none,14857.42467886214,0.25,1.0922197546136352,0.5499999999999545,0.0,48.48484848484834
2024-01-25T09:46:00+05:30,1372.85,1374.0,1372.85,1373.55,2916,1.9216790221324385,0.1399060115854856,green,0.75,normal,none,none,12686.25655543266,0.25,18.56503221579087,0.2000000000000454,0.0,51.21107266435953
2024-01-25T09:47:00+05:30,1373.55,1374.3,1372.85,1373.1,1048,1.8359191999265487,0.1337061539528475,red,1.0,normal,none,dark_cloud_cover,10570.209908990357,0.0,4.733813997522858,0.0,0.4500000000000455,58.26771653543253
2024-01-25T09:48:00+05:30,1373.15,1374.6,1373.15,1374.25,1134,1.7748429817580853,0.1291499350014979,green,1.0,normal,Bullish_Engulfing,none,8854.53538008302,0.25,11.64271420774902,1.150000000000091,0.0,57.25806451612866
2024-01-25T09:49:00+05:30,1374.3,1374.7,1374.05,1374.7,1333,1.5703260759839046,0.1142304558073692,green,0.5,normal,none,none,7486.983492795198,0.25,23.27780606677853,0.4500000000000455,0.0,58.10276679841858
2024-01-25T09:50:00+05:30,1374.65,1374.7,1373.8,1374.15,1226,1.4484486076232113,0.1054068775332541,red,0.75,tweezer_b,none,Bearish_Engulfing,6348.622857741526,0.25,5.094058145035444,0.0,0.5499999999999545,60.99585062240684
2024-01-25T09:51:00+05:30,1373.85,1374.8,1373.7,1374.7,1601,1.3850943153280657,0.1007561151762614,green,1.0,normal,Bullish_Engulfing,none,5485.4187017885215,0.5,21.459227467811488,0.5499999999999545,0.0,55.86854460093892
