time,O,H,L,C,V,atr,atrPer,g,s,t,bulRP,berRP,atrV,vs,roc,um,dm,rsi
2024-01-25T09:37:00+05:30,5207.0,5209.05,5205.0,5205.2,341,10.563040697726574,0.2029324655676357,red,0.5,tweezer_t,none,none,1664.8936661423338,0.25,2.2093291324053568,0.0,1.800000000000182,47.61343547436635
2024-01-25T09:38:00+05:30,5205.2,5207.45,5204.0,5204.05,417,9.269760570867165,0.1781258936956248,red,0.5,tweezer_t,none,none,1438.0039086619097,0.5,-30.55312689155492,0.0,1.1499999999996362,50.0
2024-01-25T09:39:00+05:30,5204.0,5206.8,5198.0,5206.5,1070,9.18434955798226,0.1764016048781765,green,1.0,tweezer_b,Bullish_Engulfing,none,1371.094107087017,1.0,21.03140305387461,2.449999999999818,0.0,40.01484780994782
2024-01-25T09:40:00+05:30,5203.1,5205.95,5201.55,5203.1,161,8.414467820167271,0.1617202786832325,green,0.75,spn_top,none,none,1151.0769967075594,0.25,-12.58864907458875,0.0,3.399999999999636,58.144552319310215
2024-01-25T09:41:00+05:30,5204.05,5209.5,5201.05,5209.5,924,8.420928216500462,0.1616456131394656,green,1.5,normal,none,none,1109.7902700334578,1.0,11.997312601977155,6.399999999999636,0.0,49.80595084088015
2024-01-25T09:42:00+05:30,5209.45,5212.0,5205.65,5212.0,602,8.044395813500444,0.1543437416251044,green,1.0,tweezer_b,none,none,1017.4647663910108,0.75,19.66615502686109,2.5,0.0,62.58992805755461
2024-01-25T09:43:00+05:30,5212.0,5212.0,5206.35,5207.2,738,7.609051120136661,0.1461255784324908,red,0.75,normal,none,Bearish_Engulfing,966.6529906835544,1.0,16.515593793208357,0.0,4.800000000000182,57.16162943495409
2024-01-25T09:44:00+05:30,5216.0,5216.0,5207.1,5207.1,1189,7.843769098293565,0.1506360373008693,red,1.5,marubozu,none,none,1007.0797196501808,1.5,-3.64886405100658,0.0,0.0999999999994543,62.14285714285778
2024-01-25T09:45:00+05:30,5207.1,5209.85,5206.2,5206.7,168,7.081265625876653,0.1360029505421217,red,0.75,shooting_star,none,shooting_star,854.5197706228752,0.25,-0.5761806902648163,0.0,0.4000000000005457,45.399999999999466
2024-01-25T09:46:00+05:30,5206.7,5209.4,5206.7,5206.75,224,6.284671875717228,0.1207023935414073,green,0.5,shooting_star,Piercing,shooting_star,739.8798123278069,0.5,2.976904979114,0.0500000000001819,0.0,49.45770065075921
