time,O,H,L,C,V,atr,atrPer,g,s,t,bulRP,berRP,atrV,vs,roc,um,dm,rsi
2024-01-25T09:31:00+05:30,1515.55,1515.55,1510.05,1511.15,35163,4.034124757000462,0.2669572681071013,red,1.5,normal,none,Bearish_Engulfing,34771.94086492083,1.5,64.85127220990756,0.0,4.5,72.05542725173243
2024-01-25T09:32:00+05:30,1510.7,1512.25,1509.05,1509.05,48981,3.8824657102731135,0.2572787985999876,red,1.0,tweezer_t,none,none,37355.406162207946,1.5,55.33282528743189,0.0,2.1000000000001364,66.3829787234042
2024-01-25T09:33:00+05:30,1510.0,1512.35,1509.15,1511.35,37463,3.776562853859812,0.2498800975194238,green,1.0,normal,Bullish_Engulfing,none,37374.96867817014,1.5,72.12095146723038,2.2999999999999545,0.0,71.17296222663963
2024-01-25T09:34:00+05:30,1510.95,1512.15,1509.25,1511.0,24106,3.617187789521681,0.2393903235950814,green,1.0,spn_top,none,none,34962.42891850284,0.75,70.81403044341526,0.0,0.349999999999909,70.89108910891062
2024-01-25T09:35:00+05:30,1510.05,1511.7,1508.4,1511.15,29418,3.5595172823359125,0.2355502287884004,green,1.0,normal,none,none,33954.35093332051,1.0,64.85127220990756,0.1500000000000909,0.0,71.48514851485156
2024-01-25T09:36:00+05:30,1511.7,1513.8,1511.1,1513.8,14756,3.4032414128203,0.224814467751374,green,1.0,normal,none,none,30463.74167271678,0.5,23.450918219051097,2.649999999999864,0.0,73.1843575418994
2024-01-25T09:37:00+05:30,1513.8,1514.6,1512.35,1514.25,22086,3.193561155943882,0.2109005221029474,green,0.75,hammer,hammer,none,28940.515914041003,1.0,13.868251609707176,0.4500000000000455,0.0,60.869565217391255
2024-01-25T09:38:00+05:30,1514.4,1515.0,1513.6,1513.9,12044,2.867459127590465,0.1894087540518175,red,0.5,normal,none,dark_cloud_cover,25868.422111488093,0.5,13.210912213488342,0.0,0.349999999999909,55.19287833827896
2024-01-25T09:39:00+05:30,1513.75,1514.95,1513.75,1514.05,16980,2.564284740755843,0.1693659219151179,green,0.5,shooting_star,Piercing,shooting_star,24252.3453639448,0.75,-10.567682705327677,0.1499999999998635,0.0,56.41791044776088
2024-01-25T09:40:00+05:30,1514.05,1516.1,1513.7,1515.8,26024,2.5344147878911194,0.1671998144802163,green,1.0,normal,none,none,24574.46438868211,1.5,30.67687029951091,1.75,0.0,50.508474576270736
