id,sector,symbol,token,PC,CC1,CC2,V,atr,atrPer,g,s,t,bulRP,berRP,atrV,vs,roc,rsi,rsi0,rsi1,rsi2,roc0,bulRPC,berRPC,alarmTimer,srT,srV,nSR,GL,ot,oc
61,Healthcare,DIVISLAB-EQ,10940,3699.5,3895.35,3897.0,71,3.614999999999918,0.0927636643571957,green,"0.5, 0.75, 0.75","normal, tweezer_t",none,none,422.4,"0.25, 0.0, 0.25","11.675647934308907, 7.444773897082652, 10.009367741604557","70.98445595854929, 68.27195467422082, 72.37237237237231",70.98445595854929,68.27195467422082,72.37237237237231,11.675647934308907,"none, none","none, none",0,none,0,0,0,,
62,Oil Gas & Consumable Fuels,BPCL-EQ,526,574.75,609.0,609.15,6334,0.4949999999999818,0.0812607732085663,green,"1.0, 1.5, 1.5","hammer, normal",none,Bearish_Engulfing,7180.7,"1.0, 1.0, 2.0","0.0, -2.4630541871917453, 2.46184145740977","51.16279069767356, 47.499999999999005, 55.88235294117548",51.16279069767356,47.499999999999005,55.88235294117548,0.0,"hammer, none","none, Bearish_Engulfing",0,none,0,0,0,,
63,Consumer Durables,HAVELLS-EQ,9819,1339.75,1743.8,1743.1,832,0.9000000000000682,0.0516321496184997,red,"0.75, 1.0, 0.75","normal, hammer",hammer,none,971.8,"1.0, 1.5, 0.25","-13.48172795594135, -9.462094276867134, -7.740381858839151","17.241379310349426, 22.727272727277896, 26.31578947368862",17.241379310349426,22.727272727277896,26.31578947368862,-13.48172795594135,"none, hammer","none, none",0,none,0,0,0,,
64,Power,ADANIPOWER-EQ,17388,546.3,640.8,641.45,9811,0.7449999999999932,0.1161431132590214,green,"1.5, 3.0, 0.75","marubozu, hammer",hammer,none,8872.1,"1.5, 4.0, 1.5","-14.810195650478317, -24.96878901373319, -27.316007180207603","37.931034482759706, 19.99999999999798, 14.28571428571274",37.931034482759706,19.99999999999798,14.28571428571274,-14.810195650478317,"none, hammer","none, none",0,none,0,0,0,,
65,Services,INDIGO-EQ,11195,3171.15,4255.95,4255.75,396,4.610000000000037,0.1083240321917414,green,"1.5, 1.5, 1.5","shooting_star, hammer",hammer,none,839.2,"0.5, 1.5, 1.5","0.0, 0.4699303328277308, 4.110393423370523","52.913752913753065, 53.41176470588206, 57.61421319796997",52.913752913753065,53.41176470588206,57.61421319796997,0.0,"none, hammer","shooting_star, none",0,none,0,0,0,,
66,Healthcare,CIPLA-EQ,694,1433.9,1406.8,1405.65,22566,1.5750000000000228,0.112047807064349,red,"2.0, 1.5, 2.0","normal, normal",none,none,9488.9,"3.0, 0.75, 1.0","-25.610927328993057, -17.415410861530038, -14.923782112780506","28.45528455284616, 35.0, 37.634408602151645",28.45528455284616,35.0,37.634408602151645,-25.610927328993057,"none, none","none, none",0,none,0,0,0,,
67,Construction Materials,AMBUJACEM-EQ,1270,555.0,613.75,613.25,2762,0.6200000000000159,0.1011006930289467,red,"2.0, 1.5, 0.5","normal, tweezer_b",none,Bearish_Engulfing,1358.2,"3.0, 1.5, 0.5","-5.7072971871181855, 2.4439918533601186, 9.76880494952821","51.66666666666698, 61.99999999999991, 75.60975609756179",51.66666666666698,61.99999999999991,75.60975609756179,-5.7072971871181855,"none, none","none, Bearish_Engulfing",0,none,0,0,0,,
68,Chemicals,SRF-EQ,3273,2251.1,2315.0,2308.05,6125,1.969999999999936,0.0853534368839468,red,"4.0, 0.75, 0.5","marubozu, spn_top",none,none,2067.9,"3.0, 3.0, 0.75","-32.06169710361402, -1.943844492439819, -1.943844492439819","13.989637305699066, 50.0, 50.0",13.989637305699066,50.0,50.0,-32.06169710361402,"none, none","Bearish_Engulfing, none",0,none,0,0,0,,
69,Capital Goods,ABB-EQ,13,4368.2,8079.05,8071.35,621,7.355000000000109,0.0911247808606999,red,"2.0, 2.0, 0.25","normal, tweezer_b",none,none,441.6,"1.5, 3.0, 0.5","-5.761118028582128, 3.775196341154197, -1.238390092879257","53.09617918313613, 66.61157024793368, 61.450381679389",53.09617918313613,66.61157024793368,61.450381679389,-5.761118028582128,"none, none","Bearish_Engulfing, none",0,none,0,0,0,,
70,Capital Goods,BEL-EQ,383,181.55,230.35,230.0,181552,0.195000000000013,0.0847826086956578,red,"3.0, 2.0, 0.5","normal, tweezer_b",none,Bearish_Engulfing,60837.6,"3.0, 1.0, 0.5","-21.73913043478261, -6.511829824180842, 0.0","10.526315789475577, 16.666666666669034, 22.222222222225028",10.526315789475577,16.666666666669034,22.222222222225028,-21.73913043478261,"none, none","none, Bearish_Engulfing",0,none,0,0,0,,
71,Healthcare,MANKIND-EQ,15380,2057.45,2184.5,2184.5,487,1.6149999999999636,0.0739299610894925,green,"0.0, 0.25, 0.75","doji, marubozu",none,none,1511.1,"0.5, 0.5, 1.0","5.493247882809879, 5.493247882809879, 5.722002243024878","64.07185628742323, 64.07185628742323, 64.45783132530065",64.07185628742323,64.07185628742323,64.45783132530065,5.493247882809879,"none, none","none, none",0,none,0,0,0,,
72,Financial Services,SBICARD-EQ,17971,703.15,717.1,715.65,4404,0.4799999999999954,0.067071892684971,red,"4.0, 1.0, 0.75","marubozu, normal",none,Bearish_Engulfing,1081.2,"5.0, 0.5, 0.25","-23.75462865926145, -3.4862641193696837, 0.6969612489539243","27.692307692306997, 50.0, 59.99999999999849",27.692307692306997,50.0,59.99999999999849,-23.75462865926145,"none, none","none, Bearish_Engulfing",0,none,0,0,0,,
73,Oil Gas & Consumable Fuels,GAIL-EQ,4717,181.6,199.25,199.15,33769,0.1899999999999949,0.0954054732613582,red,"1.5, 2.0, 0.75","hammer, normal",none,Bearish_Engulfing,19728.9,"2.0, 1.5, 0.5","-20.08536279186572, -15.05646173149367, -5.0137879167722605","36.84210526315774, 41.176470588234906, 53.8461538461525",36.84210526315774,41.176470588234906,53.8461538461525,-20.08536279186572,"hammer, none","none, Bearish_Engulfing",0,none,0,0,0,,
74,Financial Services,BAJAJHLDNG-EQ,305,8310.0,8426.8,8430.0,4,5.800000000000572,0.0688018979833994,green,"0.0, 0.25, 0.0","doji, marubozu",none,none,16.5,"0.25, 0.0, 0.25","2.906287069989001, -0.8900175630132435, 0.5339345040350351","0.0334869386122269, 0.014523639446209, 0.0145246726761307",0.0334869386122269,0.014523639446209,0.0145246726761307,2.906287069989001,"none, none","none, none",0,none,0,0,0,,
75,Fast Moving Consumer Goods,TATACONSUM-EQ,3432,1150.75,1078.3,1078.5,6472,0.8100000000000136,0.0751043115438121,green,"0.75, 1.5, 1.5","tweezer_b, hammer",hammer,Bearish_Engulfing,16174.0,"0.5, 0.75, 1.5","4.6360686138154845, 2.78215709913711, 5.562766549229641","64.77272727272721, 63.09523809523758, 67.94871794871683",64.77272727272721,63.09523809523758,67.94871794871683,4.6360686138154845,"none, hammer","none, Bearish_Engulfing",0,none,0,0,0,,
76,Financial Services,ICICIPRULI-EQ,18652,504.8,584.75,584.65,222,0.5699999999999819,0.0974942273154848,green,"1.5, 1.0, 1.0","shooting_star, hammer",hammer,none,1093.0,"0.25, 3.0, 0.75","-11.972975284358942, -10.26079521162929, -11.11681204036219","26.53061224489559, 27.659574468083044, 26.08695652173827",26.53061224489559,27.659574468083044,26.08695652173827,-11.972975284358942,"none, hammer","shooting_star, none",0,none,0,0,0,,
77,Financial Services,CHOLAFIN-EQ,685,1136.35,1234.9,1235.85,828,1.7049999999999954,0.1379617267467731,green,"1.5, 1.5, 0.75","normal, hammer",hammer,none,2267.9,"0.5, 1.5, 1.0","48.95416110369345, 41.29889059843013, 48.55154555753359","89.0052356020944, 87.79069767441901, 98.05194805194688",89.0052356020944,87.79069767441901,98.05194805194688,48.95416110369345,"Bullish_Engulfing, hammer","none, none",0,none,0,0,0,,
78,Fast Moving Consumer Goods,MARICO-EQ,4067,523.2,590.8,590.8,2804,0.3950000000000159,0.0668584969532863,green,"1.5, 0.75, 1.5","spn_top, spn_top",none,none,1949.0,"1.5, 2.0, 3.0","0.0, 0.0, 2.5382858109838558","50.0, 50.0, 54.05405405405571",50.0,50.0,54.05405405405571,0.0,"none, none","none, none",0,none,0,0,0,,
79,Healthcare,APOLLOHOSP-EQ,157,6235.2,5864.1,5862.2,244,3.914999999999964,0.0667838013032643,red,"0.75, 2.0, 1.5","normal, normal",none,none,298.3,"1.0, 3.0, 0.75","-0.5117532666919961, 2.728466431337057, 2.813707016361512","44.54828660436113, 50.53003533569102, 50.70921985815541",44.54828660436113,50.53003533569102,50.70921985815541,-0.5117532666919961,"none, none","none, none",0,none,0,0,0,,
80,Power,TATAPOWER-EQ,3426,394.0,432.25,432.4,12136,0.3499999999999886,0.0809435707678049,green,"0.75, 2.0, 1.0","normal, normal",none,none,14457.6,"1.0, 2.0, 0.75","-18.50138760407057, -21.978021978021715, -13.869625520110167","33.333333333332284, 27.27272727272696, 34.615384615384954",33.333333333332284,27.27272727272696,34.615384615384954,-18.50138760407057,"none, none","none, none",0,none,0,0,0,,
81,Automobile and Auto Components,BOSCHLTD-EQ,2181,24241.0,30732.4,30740.5,42,17.525,0.0570094826043818,green,"1.0, 3.0, 1.5","normal, tweezer_b",none,none,111.0,"0.5, 1.0, 0.75","-4.700639221873661, -7.337533027033121, 0.3251403386986908","49.361267245784354, 44.79108635097575, 60.72507552870133",49.361267245784354,44.79108635097575,60.72507552870133,-4.700639221873661,"none, none","none, none",0,none,0,0,0,,
82,Consumer Durables,BERGEPAINT-EQ,404,567.1,484.25,483.8,12768,0.864999999999992,0.1787928896238098,red,"1.0, 1.5, 1.5","normal, normal",none,none,15766.4,"1.0, 1.5, 1.0","-40.30591153369137, -30.975735673722248, -24.765246104632933","0, 0, 0",0.0,0.0,0.0,-40.30591153369137,"none, none","none, none",0,none,0,0,0,,
83,Metals & Mining,JINDALSTEL-EQ,6733,763.1,984.8,985.1,750,1.0400000000000318,0.1055730382702296,green,"1.0, 1.5, 0.75","hammer, normal",none,none,2052.9,"0.5, 1.5, 0.25","-2.5378134199573648, -5.584890333063244, 4.564820450394926","48.11320754717048, 44.99999999999999, 56.25",48.11320754717048,44.99999999999999,56.25,-2.5378134199573648,"hammer, none","none, none",0,none,0,0,0,,
84,Fast Moving Consumer Goods,MCDOWELL-N-EQ,10447,1062.9,1170.5,1170.7,17,0.9399999999999864,0.0802938412915338,green,"1.0, 0.75, 2.0","shooting_star, shooting_star",none,shooting_star,1101.4,"0.0, 1.0, 5.0","-4.698043905355381, -6.407518154634772, -6.407518154634772","50.56179775280847, 48.23529411764599, 48.23529411764599",50.56179775280847,48.23529411764599,48.23529411764599,-4.698043905355381,"Bullish_Engulfing, none","shooting_star, shooting_star",0,none,0,0,0,,
85,Chemicals,UPL-EQ,11287,474.0,515.0,515.05,2763,0.8999999999999886,0.1747403164741265,green,"0.5, 1.5, 1.5","shooting_star, marubozu",none,none,18542.8,"0.25, 1.0, 0.5","22.32792932724934, 21.359223300971315, 35.870092098885564","61.90476190476177, 61.445783132530416, 75.0",61.90476190476177,61.445783132530416,75.0,22.32792932724934,"none, none","none, none",0,none,0,0,0,,
86,Fast Moving Consumer Goods,AWL-EQ,8110,343.35,338.5,338.5,159,0.3449999999999932,0.1019202363367779,red,"1.0, 1.0, 1.5","normal, marubozu",none,none,1337.1,"0.0, 0.5, 3.0","-13.293943870014434, -13.293943870014434, -13.293943870014434","15.38461538461202, 15.384615384612022, 15.384615384612022",15.38461538461202,15.384615384612022,15.384615384612022,-13.293943870014434,"none, none","none, none",0,none,0,0,0,,
87,Financial Services,ICICIGI-EQ,21770,1518.6,1660.05,1660.1,170,0.4749999999999773,0.0286127341726388,green,"0.25, 0.25, 0.25","tweezer_b, tweezer_t",none,none,197.4,"1.0, 3.0, 0.75","0.6023733510024039, 0.3011957471157768, 0.3011957471157768","52.08333333333136, 51.06382978723301, 51.06382978723302",52.08333333333136,51.06382978723301,51.06382978723302,0.6023733510024039,"none, none","none, none",0,none,0,0,0,,
88,Healthcare,TORNTPHARM-EQ,3518,2643.7,2631.45,2631.15,12,0.7450000000000273,0.028314615282292,red,"0.0, 0.0, 0.75","doji, doji",none,none,51.0,"0.25, 0.0, 0.75","4.560743401175428, 5.700279313686371, 7.029409529600895","61.05263157894928, 65.16853932584074, 70.73170731707695",61.05263157894928,65.16853932584074,70.73170731707695,4.560743401175428,"none, none","none, none",0,none,0,0,0,,
89,Financial Services,CANBK-EQ,10794,520.25,118.35,118.0,239412,0.1649999999999991,0.1398305084745755,red,"3.0, 1.0, 0.75","marubozu, hammer",hammer,none,71927.7,"4.0, 1.0, 1.0","-25.42372881355908, 4.224757076467864, 4.224757076467864","25.000000000000597, 59.999999999998856, 59.99999999999886",25.000000000000597,59.999999999998856,59.99999999999886,-25.42372881355908,"none, hammer","none, none",0,none,0,0,0,,
90,Financial Services,PNB-EQ,10666,121.65,126.15,126.05,13851,0.1349999999999994,0.1071003570011895,red,"0.75, 1.5, 0.75","tweezer_t, normal",none,Bearish_Engulfing,45939.4,"0.5, 2.0, 0.75","3.9666798889327377, 11.890606420927917, 23.75296912113992","53.33333333333321, 61.53846153846239, 80.00000000000057",53.33333333333321,61.53846153846239,80.00000000000057,3.9666798889327377,"none, none","none, Bearish_Engulfing",0,none,0,0,0,,
91,Automobile and Auto Components,TVSMOTOR-EQ,8479,2024.15,2103.0,2103.05,172,1.7149999999999637,0.0815482275742356,green,"0.0, 1.0, 0.75","doji, normal",none,none,818.4,"0.25, 0.75, 0.75","-9.985497253987822, -10.223490252021357, -5.228012642284685","49.54954954954995, 49.32126696832536, 54.50000000000066",49.54954954954995,49.32126696832536,54.50000000000066,-9.985497253987822,"none, none","none, none",0,none,0,0,0,,
92,Healthcare,ZYDUSLIFE-EQ,7929,760.9,996.95,996.55,659,0.4800000000000295,0.0481661732978806,red,"1.5, 0.75, 1.5","normal, marubozu",none,Bearish_Engulfing,1148.8,"0.75, 1.0, 2.0","11.5398123526163, 15.54741962987179, 17.04944338581933","76.59574468084952, 92.30769230769366, 100.0",76.59574468084952,92.30769230769366,100.0,11.5398123526163,"none, none","none, Bearish_Engulfing",0,none,0,0,0,,
93,Automobile and Auto Components,TIINDIA-EQ,312,3608.05,3782.0,3782.75,339,2.705000000000064,0.0715088229462709,green,"1.5, 2.0, 4.0","hammer, tweezer_b",none,none,331.9,"1.5, 1.5, 5.0","27.22886788711964, 25.251189846642472, 31.181872233600263","79.09604519774092, 78.17109144542856, 90.1360544217698",79.09604519774092,78.17109144542856,90.1360544217698,27.22886788711964,"hammer, none","none, none",0,none,0,0,0,,
94,Consumer Services,TRENT-EQ,1964,3027.15,4525.4,4526.2,405,3.5449999999999817,0.078321771022049,green,"1.0, 3.0, 0.5","hammer, normal",none,Bearish_Engulfing,766.1,"0.75, 1.5, 0.25","1.546551190844015, -0.2209749414424444, 12.469240700483622","44.54545454545308, 42.45283018867714, 58.25242718446425",44.54545454545308,42.45283018867714,58.25242718446425,1.546551190844015,"hammer, none","none, Bearish_Engulfing",0,none,0,0,0,,
95,Financial Services,IDBI-EQ,1476,93.25,84.45,84.45,602,0.0799999999999983,0.0947306098282987,green,"1.5, 3.0, 1.5","marubozu, tweezer_b",none,none,3526.0,"0.25, 5.0, 0.25","-11.841326228536923, -11.841326228536923, -11.841326228536923","33.333333333333336, 33.333333333333336, 33.33333333333333",33.333333333333336,33.333333333333336,33.33333333333333,-11.841326228536923,"none, none","none, none",0,none,0,0,0,,
96,Consumer Services,NAUKRI-EQ,13751,5183.45,5941.35,5940.3,611,6.859999999999673,0.1154823830446218,red,"0.75, 0.75, 1.5","hammer, normal",none,none,308.0,"2.0, 1.0, 3.0","1.683416662458125, 3.4503942706626978, 5.469032654331895","47.53846153846231, 49.12559618442084, 51.07438016529019",47.53846153846231,49.12559618442084,51.07438016529019,1.683416662458125,"hammer, none","none, none",0,none,0,0,0,,
97,Healthcare,ABBOTINDIA-EQ,17903,28069.5,26460.05,26462.05,13,29.810000000000947,0.1126518920491834,green,"0.75, 1.0, 1.5","shooting_star, shooting_star",none,shooting_star,37.1,"0.5, 0.25, 0.75","-10.203291128238364, -10.959918821015078, -12.37890407955761","35.75739287869629, 34.97251069028696, 33.447952485151454",35.75739287869629,34.97251069028696,33.447952485151454,-10.203291128238364,"none, none","shooting_star, shooting_star",0,none,0,0,0,,
98,Financial Services,SHRIRAMFIN-EQ,4306,2357.1,2333.7,2330.5,1522,2.3350000000000364,0.1001930916112437,red,"2.0, 0.75, 1.5","normal, normal",none,none,1081.2,"1.5, 1.5, 0.5","-9.654580562111136, 4.070788876032987, 9.208103130755454","49.35064935064997, 62.295081967212376, 69.09090909090955",49.35064935064997,62.295081967212376,69.09090909090955,-9.654580562111136,"none, none","none, none",0,none,0,0,0,,
99,Automobile and Auto Components,HEROMOTOCO-EQ,1348,4746.65,5058.0,5060.35,571,3.619999999999891,0.0715365537956839,green,"1.5, 0.75, 2.0","tweezer_t, normal",none,none,791.1,"0.75, 1.0, 1.5","4.545140158289805, -0.0988533017006364, 3.853754940711103","62.091503267975376, 55.21235521235632, 65.29680365296868",62.091503267975376,55.21235521235632,65.29680365296868,4.545140158289805,"Bullish_Engulfing, none","none, none",0,none,0,0,0,,
100,Consumer Services,INDHOTEL-EQ,1512,509.1,562.5,562.6,3089,0.564999999999975,0.1004265908282927,green,"1.0, 1.0, 1.0","hammer, normal",none,Bearish_Engulfing,3057.0,"1.5, 1.0, 1.5","-10.664770707430195, -12.444444444445256, 0.0","41.66666666666667, 39.65517241379263, 52.272727272727856",41.66666666666667,39.65517241379263,52.272727272727856,-10.664770707430195,"hammer, none","none, Bearish_Engulfing",0,none,0,0,0,,
101,Chemicals,PIIND-EQ,24184,3281.95,3648.6,3651.95,707,5.170000000000028,0.1415682032886547,green,"0.75, 0.75, 1.0","normal, shooting_star",none,shooting_star,1093.9,"0.75, 2.0, 2.0","-9.857747230932418, -19.04840212684392, -17.812855400720736","44.44444444444426, 36.721991701245074, 37.42071881606833",44.44444444444426,36.721991701245074,37.42071881606833,-9.857747230932418,"none, none","none, shooting_star",0,none,0,0,0,,
102,Consumer Services,IRCTC-EQ,13611,946.65,1028.35,1027.6,540,0.8900000000000091,0.086609575710394,red,"2.0, 0.75, 1.0","normal, normal",none,none,983.1,"0.75, 3.0, 1.0","6.325418450757723, 13.61404191179913, 11.671448718572634","60.952380952380125, 71.11111111111067, 69.76744186046585",60.952380952380125,71.11111111111067,69.76744186046585,6.325418450757723,"none, none","Bearish_Engulfing, none",0,none,0,0,0,,
103,Capital Goods,CGPOWER-EQ,760,439.65,647.0,647.1,17706,1.005000000000018,0.1553082985628215,green,"0.75, 2.0, 1.0","shooting_star, marubozu",Bullish_Engulfing,none,12843.5,"1.5, 1.0, 2.0","10.0448153299332, 8.500772797526345, -17.045014333307858","53.4482758620686, 52.6315789473679, 33.33333333333427",53.4482758620686,52.6315789473679,33.33333333333427,10.0448153299332,"none, Bullish_Engulfing","shooting_star, none",0,none,0,0,0,,
104,Financial Services,UNIONBANK-EQ,10753,146.75,139.2,139.3,28186,0.175,0.1256281407035175,green,"1.5, 1.5, 1.5","normal, normal",Bullish_Engulfing,none,24121.9,"1.5, 3.0, 0.75","28.71500358937585, 21.55172413792981, 14.378145219265898","66.66666666666666, 61.5384615384602, 54.54545454545313",66.66666666666666,61.5384615384602,54.54545454545313,28.71500358937585,"none, Bullish_Engulfing","none, none",0,none,0,0,0,,
105,Automobile and Auto Components,MOTHERSON-EQ,4204,117.05,126.5,126.35,8767,0.15,0.1187178472497032,red,"1.5, 1.5, 1.5","marubozu, normal",none,none,14489.5,"0.75, 1.0, 1.0","-3.957261574991007, 7.9051383399205, 7.9051383399205","39.99999999999886, 57.14285714285714, 57.14285714285714",39.99999999999886,57.14285714285714,57.14285714285714,-3.957261574991007,"none, none","Bearish_Engulfing, none",0,none,0,0,0,,
106,Capital Goods,CUMMINSIND-EQ,1901,2350.2,3636.75,3636.4,1595,2.4249999999999545,0.0666868331316674,red,"1.0, 0.75, 0.75","shooting_star, tweezer_t",none,Bearish_Engulfing,534.7,"3.0, 0.5, 0.75","-10.31239687603124, -9.34900666804177, -6.3224157125779845","38.57677902621817, 39.61538461538531, 43.27731092437018",38.57677902621817,39.61538461538531,43.27731092437018,-10.31239687603124,"none, none","shooting_star, Bearish_Engulfing",0,none,0,0,0,,
107,Automobile and Auto Components,SCHAEFFLER-EQ,1011,3061.7,3900.0,3899.1,148,4.489999999999919,0.1151547793080433,red,"0.25, 1.5, 1.0","marubozu, shooting_star",none,shooting_star,577.2,"0.5, 0.75, 0.5","-4.103511066656175, -1.7948717948713284, -1.7948717948713284","51.64319248826247, 56.41025641025641, 56.41025641025641",51.64319248826247,56.41025641025641,56.41025641025641,-4.103511066656175,"none, none","none, shooting_star",0,none,0,0,0,,
108,Realty,LODHA-EQ,3220,1137.25,1184.95,1183.85,1391,0.9149999999999864,0.0772901972378246,red,"1.5, 0.5, 3.0","marubozu, hammer",none,none,1097.3,"1.5, 0.5, 2.0","-7.179963677831958, 2.1097936621798388, 3.375242595560405","25.3164556961994, 35.08771929824435, 37.03703703703423",25.3164556961994,35.08771929824435,37.03703703703423,-7.179963677831958,"none, none","none, none",0,none,0,0,0,,
109,Consumer Services,ZOMATO-EQ,5097,140.25,192.45,192.5,387720,0.469999999999996,0.2441558441558421,green,"1.0, 3.0, 1.5","tweezer_t, normal",none,none,240705.7,"2.0, 4.0, 1.5","124.67532467532496, 122.10963886723796, 88.63399374348367","96.2264150943398, 96.15384615384632, 94.87179487179512",96.2264150943398,96.15384615384632,94.87179487179512,124.67532467532496,"none, none","none, none",0,none,0,0,0,,
110,Fast Moving Consumer Goods,PGHH-EQ,2535,16739.25,0.0,0.0,0,33.40000000000042,0.0,gap,"0.0, 0.0, 0.75","doji, doji",none,none,52.4,"0.0, 0.0, 0.25","0.0, 0.0, 60.50329614604509","0.3630940802697305, 0.3630940802697305, 0.7246948611685458",0.3630940802697305,0.3630940802697305,0.7246948611685458,0.0,"none, none","none, none",0,none,0,0,0,,
111,Financial Services,YESBANK-EQ,11915,22.8,22.6,22.55,137833,0.0500000000000007,0.2217294900221761,red,"1.5, 1.5, 1.5","marubozu, hammer",hammer,none,79615.2,"2.0, 1.0, 1.5","-22.172949002217607, 0.0, 0.0","50.0, 66.66666666666666, 66.66666666666666",50.0,66.66666666666666,66.66666666666666,-22.172949002217607,"none, hammer","Bearish_Engulfing, none",0,none,0,0,0,,
112,Capital Goods,POLYCAB-EQ,9590,4385.25,6475.1,6483.75,1043,14.519999999999982,0.2239444765760552,green,"1.0, 1.5, 2.0","normal, normal",none,none,3096.2,"0.5, 1.5, 1.5","-42.5679583574326, -55.98369137156183, -43.65229328788176","33.47058823529391, 25.933202357563967, 28.947368421052666",33.47058823529391,25.933202357563967,28.947368421052666,-42.5679583574326,"none, none","none, none",0,none,0,0,0,,
113,Healthcare,MAXHEALTH-EQ,22377,789.55,825.95,825.05,375,0.7550000000000068,0.0915096054784566,red,"1.5, 3.0, 0.75","marubozu, normal",Bullish_Engulfing,none,967.0,"0.5, 2.0, 0.5","12.72650142415556, 23.609177310975788, 12.12121212121212","59.75609756097473, 76.56250000000033, 66.66666666666666",59.75609756097473,76.56250000000033,66.66666666666666,12.72650142415556,"none, Bullish_Engulfing","none, none",0,none,0,0,0,,
114,Financial Services,IOB-EQ,9348,62.65,62.55,62.55,215,0.0699999999999995,0.1119104716227011,green,"0.75, 0.75, 1.5","hammer, marubozu",none,none,5123.1,"0.0, 0.5, 5.0","0.0, 0.0, 0.0","50.0, 50.0, 50.0",50.0,50.0,50.0,0.0,"hammer, none","none, none",0,none,0,0,0,,
115,Textiles,PAGEIND-EQ,14413,36761.9,34920.0,34942.35,2,25.58333333333333,0.0732158350349456,green,"0.0, 0.5, 0.0","doji, marubozu",none,none,7.1,"0.5, 1.0, 0.0","6.453486957802104, 0.0572737686131413, 0.0","0.0999987848610804, 0.0680695281609051, 0.0680780466177275",0.0999987848610804,0.0680695281609051,0.0680780466177275,6.453486957802104,"none, none","none, none",0,none,0,0,0,,
116,Fast Moving Consumer Goods,COLPAL-EQ,15141,2531.3,2724.0,2721.95,574,7.849999999999954,0.2883961865574296,red,"0.5, 0.75, 0.5","normal, marubozu",none,none,2067.8,"0.5, 1.0, 0.5","-9.000900090010003, -1.4684287812044454, 13.196480938416087","40.71794871794853, 42.50535331905779, 46.48711943793909",40.71794871794853,42.50535331905779,46.48711943793909,-9.000900090010003,"none, none","none, none",0,none,0,0,0,,
117,Capital Goods,ASHOKLEY-EQ,212,179.25,201.15,201.0,13053,0.1800000000000011,0.0895522388059707,red,"1.0, 0.75, 0.75","normal, spn_top",none,none,25238.5,"0.75, 0.75, 0.75","19.90049751243809, 27.342779020631934, 29.82107355864783","76.47058823529451, 92.85714285714488, 100.0",76.47058823529451,92.85714285714488,100.0,19.90049751243809,"none, none","Bearish_Engulfing, none",0,none,0,0,0,,
118,Healthcare,ALKEM-EQ,11703,4924.05,5207.45,5204.05,187,5.545000000000163,0.1065516280589188,red,"0.75, 0.75, 1.0","normal, marubozu",none,Bearish_Engulfing,622.0,"0.5, 0.75, 0.75","-31.129600983848768, -24.58016879662826, -19.00064295104865","3.225806451615524, 3.880597014928421, 4.693140794227643",3.225806451615524,3.880597014928421,4.693140794227643,-31.129600983848768,"none, none","none, Bearish_Engulfing",0,none,0,0,0,,
119,Power,NHPC-EQ,17400,103.65,98.4,98.25,136827,0.1400000000000034,0.1424936386768482,red,"1.5, 0.75, 0.75","normal, spn_top",none,none,100242.6,"1.5, 0.75, 0.5","-35.623409669210616, -20.325203252031365, -15.236160487556267","23.076923076923748, 30.000000000001137, 33.33333333333439",23.076923076923748,30.000000000001137,33.33333333333439,-35.623409669210616,"none, none","Bearish_Engulfing, none",0,none,0,0,0,,
120,Nifty 100,Nifty 100,99926012,438.5,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,none,0,0,0,,
