0
11
36
Metals & Mining
TATASTEEL-EQ
3499
sell
134.76500000000001
135.5361075
-441
136.7025
134.211
11954.284681499998
executed
open
""
340.0584074999997
0
0
EntryTriggeredDueToBearishReversalPatternToSell
1706248633.9160862
1706248670.7026775
""
135.57
