time,O,H,L,C,V,atr,atrPer,g,s,t,bulRP,berRP,atrV,vs,roc,um,dm,rsi
2024-01-25T09:43:00+05:30,766.9,767.0,764.9,765.65,56269,0.8907336465625272,0.1163369224270263,red,3.0,tweezer_b,none,none,14042.415869822156,5.0,-5.87735910664201,0.0,1.1000000000000227,45.58823529411661
2024-01-25T09:44:00+05:30,765.65,765.75,765.15,765.2,9821,0.8378729835511627,0.109497253469833,red,0.75,normal,none,none,13274.885711672674,0.75,-8.494511238891496,0.0,0.4499999999999318,37.83783783783792
2024-01-25T09:45:00+05:30,765.2,765.25,764.1,765.0,12839,0.8946233501782199,0.1169442287814666,red,1.5,hammer,hammer,none,13195.633764095825,1.0,-10.457516339868686,0.0,0.2000000000000454,38.35616438356126
2024-01-25T09:46:00+05:30,764.95,765.3,764.8,765.05,6761,0.8228736501458163,0.107558153080951,green,0.75,spn_top,Piercing,none,12025.700352442038,0.75,-20.91366577347916,0.0499999999999545,0.0,39.72602739725989
2024-01-25T09:47:00+05:30,764.9,765.4,764.9,765.3,1806,0.7641693501193042,0.0998522605670069,green,0.75,normal,none,none,10167.573015634394,0.25,-19.60015680125441,0.25,0.0,27.868852459014864
2024-01-25T09:48:00+05:30,765.05,765.3,765.05,765.1,1625,0.6706840137339761,0.0876596541280847,green,0.5,shooting_star,none,shooting_star,8614.377921882686,0.25,-16.337733629590904,0.0,0.1999999999999318,22.58064516128961
2024-01-25T09:49:00+05:30,765.2,765.2,765.0,765.0,1873,0.5851051021459888,0.076484327077907,red,0.5,marubozu,none,Bearish_Engulfing,7388.672845176743,0.5,-20.26143790849613,0.0,0.1000000000000227,25.454545454544025
2024-01-25T09:50:00+05:30,765.2,765.9,765.05,765.85,3658,0.6423587199376231,0.0838752653832503,green,1.5,normal,Bullish_Engulfing,none,6710.368691508244,0.75,-9.793040412613436,0.8500000000000227,0.0,39.70588235294211
2024-01-25T09:51:00+05:30,765.55,765.8,765.55,765.8,1109,0.5801116799489767,0.0757523739813236,green,0.5,marubozu,none,none,5691.938020324928,0.25,-12.4053277618183,0.0,0.0500000000000682,38.23529411764597
2024-01-25T09:52:00+05:30,765.75,765.75,765.1,765.1,2687,0.6019095563218776,0.0786707040023366,red,1.5,marubozu,none,Bearish_Engulfing,5145.585652993123,0.75,-7.188602797019403,0.0,0.6999999999999318,29.11392405063284
