time,O,H,L,C,V,atr,atrPer,g,s,t,bulRP,berRP,atrV,vs,roc,um,dm,rsi
2024-01-25T09:15:00+05:30,4999.6,5009.15,4975.2,4985.25,912,11.224999999999907,0.2240474242031079,red,4.0,normal,none,none,614.6,1.5,0.0,0.0,0.0,50.0
2024-01-25T09:16:00+05:30,4982.45,4999.6,4973.05,4999.6,967,11.224999999999907,0.2240474242031079,green,3.0,normal,none,none,614.6,2.0,0.0,14.350000000000364,0.0,50.0
2024-01-25T09:17:00+05:30,4999.6,5005.35,4997.45,5005.35,602,11.224999999999907,0.2240474242031079,green,0.75,normal,none,none,614.6,1.0,0.0,5.75,0.0,50.0
2024-01-25T09:18:00+05:30,5005.35,5008.45,5005.35,5005.35,610,11.224999999999907,0.2240474242031079,green,0.5,spn_top,none,none,614.6,1.0,0.0,0.0,0.0,50.0
2024-01-25T09:19:00+05:30,4999.75,5007.95,4999.75,5007.7,623,11.224999999999907,0.2240474242031079,green,0.75,marubozu,none,none,614.6,1.5,0.0,2.3499999999994543,0.0,50.0
2024-01-25T09:20:00+05:30,5007.7,5009.4,5003.45,5007.6,144,11.224999999999907,0.2240474242031079,red,0.75,spn_top,none,dark_cloud_cover,614.6,0.25,0.0,0.0,0.0999999999994543,50.0
2024-01-25T09:21:00+05:30,5003.5,5009.8,5003.5,5009.8,861,11.224999999999907,0.2240474242031079,green,0.75,marubozu,Bullish_Engulfing,none,614.6,1.5,0.0,2.199999999999818,0.0,50.0
2024-01-25T09:22:00+05:30,5008.2,5014.45,5004.5,5007.25,681,11.224999999999907,0.2240474242031079,red,1.0,spn_top,none,dark_cloud_cover,614.6,1.5,0.0,0.0,2.550000000000182,50.0
2024-01-25T09:23:00+05:30,5007.3,5014.15,5007.3,5013.55,510,11.224999999999907,0.2240474242031079,green,0.75,marubozu,Bullish_Engulfing,none,614.6,1.0,0.0,6.300000000000182,0.0,50.0
2024-01-25T09:24:00+05:30,5013.5,5013.5,5010.1,5010.1,236,11.224999999999907,0.2240474242031079,red,0.5,marubozu,none,dark_cloud_cover,614.6,0.5,49.599808387058864,0.0,3.449999999999818,83.53576248313206
