time,O,H,L,C,V,atr,atrPer,g,s,t,bulRP,berRP,atrV,vs,roc,um,dm,rsi
2024-01-25T09:23:00+05:30,456.05,456.45,455.15,455.2,1979,2.225000000000006,0.4891722545894263,red,0.75,normal,none,Bearish_Engulfing,13559.9,0.25,0.0,0.0,1.1000000000000227,50.0
2024-01-25T09:24:00+05:30,455.5,455.5,454.55,454.85,15401,2.225000000000006,0.4891722545894263,red,0.5,normal,none,none,13559.9,1.5,-10.992634934593822,0.0,0.3499999999999659,47.52475247524753
2024-01-25T09:25:00+05:30,453.8,455.05,453.8,455.05,4850,2.0477272727272777,0.4500004994456164,green,0.75,marubozu,none,none,11976.281818181818,0.5,-63.72926052082139,0.1999999999999886,0.0,48.543689320388296
2024-01-25T09:26:00+05:30,454.65,454.7,454.5,454.5,7051,1.775413223140502,0.3906299720881193,red,0.0,normal,none,none,11080.776033057851,0.75,-50.60506050605085,0.0,0.5500000000000114,29.0909090909093
2024-01-25T09:27:00+05:30,454.55,454.85,454.5,454.7,2429,1.5162471825695056,0.333461003424127,green,0.25,normal,none,none,9507.725845229152,0.5,-31.88915768638638,0.1999999999999886,0.0,35.61643835616436
2024-01-25T09:28:00+05:30,454.7,454.85,454.45,454.8,2480,1.313293149375056,0.2887627857025189,green,0.5,normal,none,none,8229.957509732942,0.5,-36.27968337730821,0.1000000000000227,0.0,40.00000000000034
2024-01-25T09:29:00+05:30,454.75,454.75,454.0,454.0,4588,1.219967122215957,0.2687152251576997,red,0.75,marubozu,none,Bearish_Engulfing,7567.783417054225,0.75,-8.81057268722417,0.0,0.8000000000000114,33.10344827586228
2024-01-25T09:30:00+05:30,454.0,454.35,453.9,454.0,3637,1.079973099994882,0.2378795374438066,green,0.5,spn_top,Piercing,none,6853.095523044365,0.75,-34.140969162995844,0.0,0.0,46.1538461538464
2024-01-25T09:31:00+05:30,453.95,454.0,453.55,453.85,3725,0.9654325363594468,0.2127206205485175,red,0.5,hammer,hammer,Bearish_Engulfing,6284.350882490844,0.75,-53.98259336785256,0.0,0.1499999999999772,29.76190476190484
2024-01-25T09:32:00+05:30,453.65,454.05,453.65,454.05,3064,0.8626266206577354,0.1899849401294428,green,0.5,marubozu,Bullish_Engulfing,none,5698.832540219782,0.75,-25.327607091729483,0.1999999999999886,0.0,19.17808219178063
