time,O,H,L,C,V,atr,atrPer,g,s,t,bulRP,berRP,atrV,vs,roc,um,dm,rsi
2024-01-25T09:28:00+05:30,3625.8,3627.9,3623.65,3627.9,1392,8.736513216310362,0.2408146094520345,green,0.5,tweezer_b,none,none,3178.151581176149,0.5,3.445519446511756,2.0,0.0,51.43824027072738
2024-01-25T09:29:00+05:30,3627.7,3627.7,3622.6,3627.65,1179,8.111692631526694,0.2236073665190052,red,0.75,hammer,hammer,dark_cloud_cover,2814.6694755077583,0.5,8.407646823701796,0.0,0.25,51.70068027210881
2024-01-25T09:30:00+05:30,3626.2,3628.95,3624.1,3626.3,1367,7.518657607612733,0.2073368890497954,green,0.75,spn_top,Piercing,none,2551.456843597257,0.75,4.687973967957071,0.0,1.349999999999909,52.96167247386804
2024-01-25T09:31:00+05:30,3626.3,3627.05,3614.55,3616.05,2411,8.424356224410417,0.2329712317144513,red,1.5,normal,none,Bearish_Engulfing,2525.919235670483,1.0,-22.953222438848268,0.0,10.25,39.024390243902864
2024-01-25T09:32:00+05:30,3616.0,3617.85,3614.0,3614.65,1221,7.592655092699415,0.2100522897846102,red,0.75,normal,none,none,2288.661192821304,0.75,-7.607928845116401,0.0,1.400000000000091,37.90523690773101
2024-01-25T09:33:00+05:30,3614.6,3618.6,3613.6,3618.15,867,7.121263257663157,0.19682056458862,green,0.75,normal,Bullish_Engulfing,none,2030.1773395810671,0.5,15.062946533450168,3.5,0.0,51.02319236016369
2024-01-25T09:34:00+05:30,3618.15,3618.15,3612.0,3615.0,1199,6.944669938088055,0.1921070522292684,red,1.0,tweezer_b,none,dark_cloud_cover,1879.054186929964,0.75,-4.840940525587829,0.0,3.150000000000091,53.276353276353504
2024-01-25T09:35:00+05:30,3615.1,3615.5,3613.25,3615.0,370,6.091093585708409,0.1684949816240223,red,0.5,spn_top,none,none,1604.6806983972433,0.25,-26.00276625172916,0.0,0.0,47.18196457326894
2024-01-25T09:36:00+05:30,3614.2,3614.2,3612.0,3612.65,720,5.529076570125062,0.1530476677819623,red,0.5,normal,none,none,1443.8296623250171,0.5,-36.67667778500547,0.0,2.349999999999909,27.184466019417474
2024-01-25T09:37:00+05:30,3612.65,3616.45,3612.5,3615.45,728,5.2419717391932,0.1449880855548604,green,1.0,normal,Bullish_Engulfing,none,1313.6788146295594,0.75,-34.435547442227865,2.799999999999727,0.0,30.683918669130545
